source_node_id,source_name,node_type,floor,source_x,source_y,map_asset_id,x,y,room_code,location_kind,category,name_th,name_verification,disposition,reason,flags
LC3_hallway_TLLF,hallway_TLLF,junction,2,114,374,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway_TLLM,hallway_TLLM,junction,2,114,318,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway_TLRF,hallway_TLRF,junction,2,945,320,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-1,hallway-1,junction,2,114,173,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-2,hallway-2,junction,2,392,173,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-3,hallway-3,junction,2,392,235,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway-4,hallway-4,junction,2,489,235,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-5,hallway-5,junction,2,531,235,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-6,hallway-6,junction,2,573,235,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-7,hallway-7,junction,2,670,235,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-8,hallway-8,junction,2,670,173,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-9,hallway-9,junction,2,944,173,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway-10,hallway-10,junction,2,945,353,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-11,hallway-11,junction,2,967,353,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway-12,hallway-12,junction,2,945,450,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-13,hallway-13,junction,2,574,450,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-14,hallway-14,junction,2,489,450,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_F2_hallway-15,hallway-15,junction,2,115,451,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway-16,hallway-16,junction,2,114,340,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway-QR5,hallway-QR5,junction,2,516,235,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_hallway-QR8,hallway-QR8,junction,2,978,450,,,,,,,,,exclude_out_of_scope,routing_topology_out_of_v1_scope,
LC3_QR5,QR5,room,2,516,217,,,,,,,,,exclude_out_of_scope,qr_anchor_not_a_room,
LC3_QR6,QR6,room,2,122,340,,,,,,,,,exclude_out_of_scope,qr_anchor_not_a_room,
LC3_QR7,QR7,room,2,939,320,,,,,,,,,exclude_out_of_scope,qr_anchor_not_a_room,
LC3_QR8,QR8,room,2,978,444,,,,,,,,,exclude_out_of_scope,qr_anchor_not_a_room,
LC3_LFTL,LFTL,facility,2,33,374,lc3-floor-2,31,337,,poi,toilet,ห้องน้ำหญิง (ฝั่งซ้าย),inferred,include,,
LC3_LMTL,LMTL,facility,2,33,318,lc3-floor-2,31,281,,poi,toilet,ห้องน้ำชาย (ฝั่งซ้าย),inferred,include,,
LC3_RFTL,RFTL,facility,2,1023,320,lc3-floor-2,1021,283,,poi,toilet,ห้องน้ำหญิง (ฝั่งขวา),inferred,include,,
LC3_RMTL,RMTL,facility,2,1024,372,lc3-floor-2,1022,335,,poi,toilet,ห้องน้ำชาย (ฝั่งขวา),inferred,include,,
LC3_F2_stair-1,stair-1,stairs,2,91,340,lc3-floor-2,89,303,,poi,stairs,บันได 1,inferred,include,,
LC3_F2_stair-2,stair-2,stairs,2,531,265,lc3-floor-2,529,228,,poi,stairs,บันได 2,inferred,include,,
LC3_F2_stair-3,stair-3,stairs,2,986,353,lc3-floor-2,984,316,,poi,stairs,บันได 3,inferred,include,,
LC3_F2_201,201,room,2,454,282,lc3-floor-2,452,245,LC3-201,room,department_office,ห้องสำนักงานภาควิชาคณิตศาสตร์และสถิติ,from_source,include,,
LC3_F2_203,203,room,2,421,205,lc3-floor-2,419,168,LC3-203,room,laboratory,ห้องปฏิบัติการระบบบำบัดน้ำเสีย,from_source,include,,
LC3_F2_204,204,room,2,421,66,lc3-floor-2,419,29,LC3-204,room,laboratory,ห้องเตรียมปฏิบัติการระบบบำบัดน้ำเสีย,from_source,include,,
LC3_F2_205,205,room,2,334,151,lc3-floor-2,332,114,LC3-205,room,laboratory,ห้องปฏิบัติการนิเวศวิทยาและสิ่งแวดล้อมศิลปกรรม,from_source,include,,
LC3_F2_206,206,room,2,302,143,lc3-floor-2,300,106,LC3-206,room,laboratory,ห้องปฏิบัติการนิเวศวิทยาทางทะเล ชายฝั่ง และน้ำกร่อย,from_source,include,,
LC3_F2_207,207,room,2,204,143,lc3-floor-2,202,106,LC3-207,room,laboratory,ห้องเตรียมปฏิบัติการด้านชีววิทยาทางทะเล,from_source,include,,
LC3_F2_208,208,room,2,177,143,lc3-floor-2,175,106,LC3-208,room,laboratory,ห้องปฏิบัติการด้านชีววิทยาทางทะเล,from_source,include,,
LC3_F2_209,209,room,2,88,144,lc3-floor-2,86,107,LC3-209,room,laboratory,ห้องปฏิบัติการวิทยาศาสตร์สิ่งแวดล้อมทางดิน,from_source,include,,
LC3_F2_210/1,210/1,room,2,54,173,lc3-floor-2,52,136,LC3-210/1,room,unknown,,pending_survey,include,missing_thai_name_verify_on_site,needs_field_validation
LC3_F2_211/1,211/1,room,2,18,173,lc3-floor-2,16,136,LC3-211/1,room,unknown,,pending_survey,include,missing_thai_name_verify_on_site,needs_field_validation
LC3_F2_211/2,211/2,room,2,25,191,lc3-floor-2,23,154,LC3-211/2,room,unknown,,pending_survey,include,missing_thai_name_verify_on_site,needs_field_validation
LC3_F2_212,212,room,2,88,198,lc3-floor-2,86,161,LC3-212,room,laboratory,ห้องเตรียมปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,from_source,include,,
LC3_F2_213,213,room,2,54,222,lc3-floor-2,52,185,LC3-213,room,laboratory,ห้องปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,from_source,include,,
LC3_F2_217,217,room,2,71,451,lc3-floor-2,69,414,LC3-217,room,faculty_office,ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ และภาคอื่นๆ),from_source,include,,
LC3_F2_220,220,room,2,344,467,lc3-floor-2,342,430,LC3-220,room,faculty_office,ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ),from_source,include,,
LC3_F2_221,221,room,2,452,468,lc3-floor-2,450,431,LC3-221,room,student_room,ห้องพักนักศึกษาระดับบัณฑิตศึกษา (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_222,222,room,2,613,473,lc3-floor-2,611,436,LC3-222,room,laboratory,ห้องปฏิบัติการทางคณิตศาสตร์และสถิติ,from_source,include,,
LC3_F2_223/1,223/1,room,2,651,476,lc3-floor-2,649,439,LC3-223/1,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/2,223/2,room,2,651,502,lc3-floor-2,649,465,LC3-223/2,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/3,223/3,room,2,650,527,lc3-floor-2,648,490,LC3-223/3,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/4,223/4,room,2,650,555,lc3-floor-2,648,518,LC3-223/4,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/5,223/5,room,2,684,527,lc3-floor-2,682,490,LC3-223/5,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/6,223/6,room,2,683,555,lc3-floor-2,681,518,LC3-223/6,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/7,223/7,room,2,735,527,lc3-floor-2,733,490,LC3-223/7,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/8,223/8,room,2,732,556,lc3-floor-2,730,519,LC3-223/8,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/9,223/9,room,2,766,475,lc3-floor-2,764,438,LC3-223/9,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/10,223/10,room,2,767,502,lc3-floor-2,765,465,LC3-223/10,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/11,223/11,room,2,768,527,lc3-floor-2,766,490,LC3-223/11,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_223/12,223/12,room,2,769,556,lc3-floor-2,767,519,LC3-223/12,room,faculty_office,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_224,224,room,2,688,502,lc3-floor-2,686,465,LC3-224,room,laboratory,ห้องปฏิบัติการคอมพิวเตอร์ (วิทยาศาสตร์สิ่งแวดล้อม),from_source,include,,
LC3_F2_225,225,room,2,807,471,lc3-floor-2,805,434,LC3-225,room,meeting_room,ห้องประชุมภาควิชาคณิตศาสตร์และสถิติ,from_source,include,,
LC3_F2_226/1,226/1,room,2,868,495,lc3-floor-2,866,458,LC3-226/1,room,utility,ห้องควบคุม,from_source,include,,
LC3_F2_226/2,226/2,room,2,881,471,lc3-floor-2,879,434,LC3-226/2,room,utility,ห้องควบคุม,from_source,include,,
LC3_F2_227,227,room,2,945,470,lc3-floor-2,943,433,LC3-227,room,seminar_room,ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,from_source,include,,
LC3_F2_227/1,227/1,room,2,1033,469,lc3-floor-2,1031,432,LC3-227/1,room,seminar_room,ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,from_source,include,,
LC3_F2_228,228,room,2,966,389,lc3-floor-2,964,352,LC3-228,room,storage,ห้องเก็บของ,from_source,include,,
LC3_F2_229,229,room,2,982,390,lc3-floor-2,980,353,LC3-229,room,storage,ห้องเก็บของ,from_source,include,,
LC3_F2_230,230,room,2,1005,437,lc3-floor-2,1003,400,LC3-230,room,lecture_room,ห้องประชุม/บรรยาย 1,from_source,include,,
LC3_F2_233,233,room,2,967,225,lc3-floor-2,965,188,LC3-233,room,lecture_room,ห้องบรรยาย 2,from_source,include,,
LC3_F2_234,234,room,2,1047,168,lc3-floor-2,1045,131,LC3-234,room,lecture_room,ห้องประชุม/บรรยาย 3,from_source,include,,
LC3_F2_234/1,234/1,room,2,966,187,lc3-floor-2,964,150,LC3-234/1,room,lecture_room,ห้องประชุม/บรรยาย 3,from_source,include,,
LC3_F2_235/1,235/1,room,2,1019,158,lc3-floor-2,1017,121,LC3-235/1,room,laboratory,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,from_source,include,,
LC3_F2_235/2,235/2,room,2,969,158,lc3-floor-2,967,121,LC3-235/2,room,laboratory,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,from_source,include,,
LC3_F2_235/3,235/3,room,2,969,147,lc3-floor-2,967,110,LC3-235/3,room,laboratory,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,from_source,include,,
LC3_F2_236/1,236/1,room,2,873,147,lc3-floor-2,871,110,LC3-236/1,room,laboratory,ห้องปฏิบัติการชุมชน/เมือง,from_source,include,,
LC3_F2_236/2,236/2,room,2,873,113,lc3-floor-2,871,76,LC3-236/2,room,department_office,ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,from_source,include,,
LC3_F2_236/3,236/3,room,2,944,154,lc3-floor-2,942,117,LC3-236/3,room,department_office,ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,from_source,include,,
LC3_F2_237,237,room,2,856,64,lc3-floor-2,854,27,LC3-237,room,faculty_office,ห้องพักอาจารย์และเตรียมปฏิบัติการนิเวศวิทยาป่าไม้,from_source,include,,
LC3_F2_238,238,room,2,765,151,lc3-floor-2,763,114,LC3-238,room,laboratory,ห้องปฏิบัติการนิเวศวิทยาป่าไม้,from_source,include,,
LC3_F2_239,239,room,2,670,65,lc3-floor-2,668,28,LC3-239,room,laboratory,ห้องปฏิบัติการมลพิษทางอากาศและเสียง,from_source,include,,
LC3_F2_240,240,room,2,642,114,lc3-floor-2,640,77,LC3-240,room,laboratory,ห้องปฏิบัติการเครื่องมือวิเคราะห์โลหะหนัก (AAS),from_source,include,,
LC3_F2_241,241,room,2,642,214,lc3-floor-2,640,177,LC3-241,room,laboratory,ห้องปฏิบัติการวิเคราะห์น้ำและน้ำเสีย,from_source,include,,
LC3_F2_243/1,243/1,room,2,604,283,lc3-floor-2,602,246,LC3-243/1,room,laboratory,ห้องปฏิบัติการด้านแบคทีเรีย,from_source,include,,
LC3_F2_243/2,243/2,room,2,605,408,lc3-floor-2,603,371,LC3-243/2,room,laboratory,ห้องปฏิบัติการพิษวิทยาสิ่งแวดล้อม,from_source,include,,
