location_id,building_code,floor,location_kind,room_code,aliases,name_th,category,map_asset_id,x,y,detail_th,landmarks,source_node_id,source_x,source_y,flags
LC3-F2-PRFTL,LC3,2,poi,,,ห้องน้ำหญิง (ฝั่งขวา),toilet,lc3-floor-2,1021,283,อาคาร LC3 ชั้น 2 ห้องน้ำหญิง (ฝั่งขวา),,LC3_RFTL,1023,320,
LC3-F2-PRMTL,LC3,2,poi,,,ห้องน้ำชาย (ฝั่งขวา),toilet,lc3-floor-2,1022,335,อาคาร LC3 ชั้น 2 ห้องน้ำชาย (ฝั่งขวา),,LC3_RMTL,1024,372,
LC3-F2-R201,LC3,2,room,LC3-201,LC3-201|LC3_201|201,ห้องสำนักงานภาควิชาคณิตศาสตร์และสถิติ,department_office,lc3-floor-2,452,245,อาคาร LC3 ชั้น 2 ห้อง 201 — ห้องสำนักงานภาควิชาคณิตศาสตร์และสถิติ,near_toilet:LC3-F2-PLFTL:7|near_stairs:LC3-F2-PSTAIR-2:5,LC3_F2_201,454,282,
LC3-F2-R203,LC3,2,room,LC3-203,LC3-203|LC3_203|203,ห้องปฏิบัติการระบบบำบัดน้ำเสีย,laboratory,lc3-floor-2,419,168,อาคาร LC3 ชั้น 2 ห้อง 203 — ห้องปฏิบัติการระบบบำบัดน้ำเสีย,near_toilet:LC3-F2-PLFTL:9|near_stairs:LC3-F2-PSTAIR-2:5,LC3_F2_203,421,205,
LC3-F2-R204,LC3,2,room,LC3-204,LC3-204|LC3_204|204,ห้องเตรียมปฏิบัติการระบบบำบัดน้ำเสีย,laboratory,lc3-floor-2,419,29,อาคาร LC3 ชั้น 2 ห้อง 204 — ห้องเตรียมปฏิบัติการระบบบำบัดน้ำเสีย,near_toilet:LC3-F2-PLFTL:10|near_stairs:LC3-F2-PSTAIR-2:6,LC3_F2_204,421,66,
LC3-F2-R205,LC3,2,room,LC3-205,LC3-205|LC3_205|205,ห้องปฏิบัติการนิเวศวิทยาและสิ่งแวดล้อมศิลปกรรม,laboratory,lc3-floor-2,332,114,อาคาร LC3 ชั้น 2 ห้อง 205 — ห้องปฏิบัติการนิเวศวิทยาและสิ่งแวดล้อมศิลปกรรม,near_toilet:LC3-F2-PLMTL:8|near_stairs:LC3-F2-PSTAIR-2:8,LC3_F2_205,334,151,
LC3-F2-R206,LC3,2,room,LC3-206,LC3-206|LC3_206|206,ห้องปฏิบัติการนิเวศวิทยาทางทะเล ชายฝั่ง และน้ำกร่อย,laboratory,lc3-floor-2,300,106,อาคาร LC3 ชั้น 2 ห้อง 206 — ห้องปฏิบัติการนิเวศวิทยาทางทะเล ชายฝั่ง และน้ำกร่อย,near_toilet:LC3-F2-PLMTL:7|near_stairs:LC3-F2-PSTAIR-1:8,LC3_F2_206,302,143,
LC3-F2-R207,LC3,2,room,LC3-207,LC3-207|LC3_207|207,ห้องเตรียมปฏิบัติการด้านชีววิทยาทางทะเล,laboratory,lc3-floor-2,202,106,อาคาร LC3 ชั้น 2 ห้อง 207 — ห้องเตรียมปฏิบัติการด้านชีววิทยาทางทะเล,near_toilet:LC3-F2-PLMTL:7|near_stairs:LC3-F2-PSTAIR-1:8,LC3_F2_207,204,143,
LC3-F2-R208,LC3,2,room,LC3-208,LC3-208|LC3_208|208,ห้องปฏิบัติการด้านชีววิทยาทางทะเล,laboratory,lc3-floor-2,175,106,อาคาร LC3 ชั้น 2 ห้อง 208 — ห้องปฏิบัติการด้านชีววิทยาทางทะเล,near_toilet:LC3-F2-PLMTL:6|near_stairs:LC3-F2-PSTAIR-1:7,LC3_F2_208,177,143,
LC3-F2-R209,LC3,2,room,LC3-209,LC3-209|LC3_209|209,ห้องปฏิบัติการวิทยาศาสตร์สิ่งแวดล้อมทางดิน,laboratory,lc3-floor-2,86,107,อาคาร LC3 ชั้น 2 ห้อง 209 — ห้องปฏิบัติการวิทยาศาสตร์สิ่งแวดล้อมทางดิน,near_toilet:LC3-F2-PLMTL:6|near_stairs:LC3-F2-PSTAIR-1:7,LC3_F2_209,88,144,
LC3-F2-R210-1,LC3,2,room,LC3-210/1,LC3-210/1|LC3_210/1|210/1,,unknown,lc3-floor-2,52,136,อาคาร LC3 ชั้น 2 ห้อง 210/1,near_toilet:LC3-F2-PLMTL:5|near_stairs:LC3-F2-PSTAIR-1:6,LC3_F2_210/1,54,173,needs_field_validation
LC3-F2-R211-1,LC3,2,room,LC3-211/1,LC3-211/1|LC3_211/1|211/1,,unknown,lc3-floor-2,16,136,อาคาร LC3 ชั้น 2 ห้อง 211/1,near_toilet:LC3-F2-PLMTL:6|near_stairs:LC3-F2-PSTAIR-1:7,LC3_F2_211/1,18,173,needs_field_validation
LC3-F2-R211-2,LC3,2,room,LC3-211/2,LC3-211/2|LC3_211/2|211/2,,unknown,lc3-floor-2,23,154,อาคาร LC3 ชั้น 2 ห้อง 211/2,near_toilet:LC3-F2-PLMTL:5|near_stairs:LC3-F2-PSTAIR-1:6,LC3_F2_211/2,25,191,needs_field_validation
LC3-F2-R212,LC3,2,room,LC3-212,LC3-212|LC3_212|212,ห้องเตรียมปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,laboratory,lc3-floor-2,86,161,อาคาร LC3 ชั้น 2 ห้อง 212 — ห้องเตรียมปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,near_toilet:LC3-F2-PLMTL:4|near_stairs:LC3-F2-PSTAIR-1:5,LC3_F2_212,88,198,
LC3-F2-R213,LC3,2,room,LC3-213,LC3-213|LC3_213|213,ห้องปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,laboratory,lc3-floor-2,52,185,อาคาร LC3 ชั้น 2 ห้อง 213 — ห้องปฏิบัติการวิเคราะห์คุณภาพน้ำจืด,near_toilet:LC3-F2-PLMTL:3|near_stairs:LC3-F2-PSTAIR-1:4,LC3_F2_213,54,222,
LC3-F2-R217,LC3,2,room,LC3-217,LC3-217|LC3_217|217,ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ และภาคอื่นๆ),faculty_office,lc3-floor-2,69,414,อาคาร LC3 ชั้น 2 ห้อง 217 — ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ และภาคอื่นๆ),near_toilet:LC3-F2-PLFTL:3|near_stairs:LC3-F2-PSTAIR-1:4,LC3_F2_217,71,451,
LC3-F2-R220,LC3,2,room,LC3-220,LC3-220|LC3_220|220,ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ),faculty_office,lc3-floor-2,342,430,อาคาร LC3 ชั้น 2 ห้อง 220 — ห้องพักอาจารย์ (คณิตศาสตร์และสถิติ),near_toilet:LC3-F2-PLFTL:4|near_stairs:LC3-F2-PSTAIR-1:5,LC3_F2_220,344,467,
LC3-F2-R221,LC3,2,room,LC3-221,LC3-221|LC3_221|221,ห้องพักนักศึกษาระดับบัณฑิตศึกษา (วิทยาศาสตร์สิ่งแวดล้อม),student_room,lc3-floor-2,450,431,อาคาร LC3 ชั้น 2 ห้อง 221 — ห้องพักนักศึกษาระดับบัณฑิตศึกษา (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PLFTL:5|near_stairs:LC3-F2-PSTAIR-1:6,LC3_F2_221,452,468,
LC3-F2-R222,LC3,2,room,LC3-222,LC3-222|LC3_222|222,ห้องปฏิบัติการทางคณิตศาสตร์และสถิติ,laboratory,lc3-floor-2,611,436,อาคาร LC3 ชั้น 2 ห้อง 222 — ห้องปฏิบัติการทางคณิตศาสตร์และสถิติ,near_toilet:LC3-F2-PLFTL:8|near_stairs:LC3-F2-PSTAIR-2:7,LC3_F2_222,613,473,
LC3-F2-R223-1,LC3,2,room,LC3-223/1,LC3-223/1|LC3_223/1|223/1,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,649,439,อาคาร LC3 ชั้น 2 ห้อง 223/1 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:11|near_stairs:LC3-F2-PSTAIR-3:11,LC3_F2_223/1,651,476,
LC3-F2-R223-2,LC3,2,room,LC3-223/2,LC3-223/2|LC3_223/2|223/2,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,649,465,อาคาร LC3 ชั้น 2 ห้อง 223/2 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:10|near_stairs:LC3-F2-PSTAIR-3:10,LC3_F2_223/2,651,502,
LC3-F2-R223-3,LC3,2,room,LC3-223/3,LC3-223/3|LC3_223/3|223/3,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,648,490,อาคาร LC3 ชั้น 2 ห้อง 223/3 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:11|near_stairs:LC3-F2-PSTAIR-3:11,LC3_F2_223/3,650,527,
LC3-F2-R223-4,LC3,2,room,LC3-223/4,LC3-223/4|LC3_223/4|223/4,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,648,518,อาคาร LC3 ชั้น 2 ห้อง 223/4 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:12|near_stairs:LC3-F2-PSTAIR-3:12,LC3_F2_223/4,650,555,
LC3-F2-R223-5,LC3,2,room,LC3-223/5,LC3-223/5|LC3_223/5|223/5,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,682,490,อาคาร LC3 ชั้น 2 ห้อง 223/5 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:11|near_stairs:LC3-F2-PSTAIR-3:11,LC3_F2_223/5,684,527,
LC3-F2-R223-6,LC3,2,room,LC3-223/6,LC3-223/6|LC3_223/6|223/6,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,681,518,อาคาร LC3 ชั้น 2 ห้อง 223/6 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:12|near_stairs:LC3-F2-PSTAIR-3:12,LC3_F2_223/6,683,555,
LC3-F2-R223-7,LC3,2,room,LC3-223/7,LC3-223/7|LC3_223/7|223/7,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,733,490,อาคาร LC3 ชั้น 2 ห้อง 223/7 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:11|near_stairs:LC3-F2-PSTAIR-3:11,LC3_F2_223/7,735,527,
LC3-F2-R223-8,LC3,2,room,LC3-223/8,LC3-223/8|LC3_223/8|223/8,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,730,519,อาคาร LC3 ชั้น 2 ห้อง 223/8 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:12|near_stairs:LC3-F2-PSTAIR-3:12,LC3_F2_223/8,732,556,
LC3-F2-R223-9,LC3,2,room,LC3-223/9,LC3-223/9|LC3_223/9|223/9,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,764,438,อาคาร LC3 ชั้น 2 ห้อง 223/9 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:11|near_stairs:LC3-F2-PSTAIR-3:11,LC3_F2_223/9,766,475,
LC3-F2-R223-10,LC3,2,room,LC3-223/10,LC3-223/10|LC3_223/10|223/10,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,765,465,อาคาร LC3 ชั้น 2 ห้อง 223/10 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:10|near_stairs:LC3-F2-PSTAIR-3:10,LC3_F2_223/10,767,502,
LC3-F2-R223-11,LC3,2,room,LC3-223/11,LC3-223/11|LC3_223/11|223/11,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,766,490,อาคาร LC3 ชั้น 2 ห้อง 223/11 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:11|near_stairs:LC3-F2-PSTAIR-3:11,LC3_F2_223/11,768,527,
LC3-F2-R223-12,LC3,2,room,LC3-223/12,LC3-223/12|LC3_223/12|223/12,ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),faculty_office,lc3-floor-2,767,519,อาคาร LC3 ชั้น 2 ห้อง 223/12 — ห้องพักอาจารย์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:12|near_stairs:LC3-F2-PSTAIR-3:12,LC3_F2_223/12,769,556,
LC3-F2-R224,LC3,2,room,LC3-224,LC3-224|LC3_224|224,ห้องปฏิบัติการคอมพิวเตอร์ (วิทยาศาสตร์สิ่งแวดล้อม),laboratory,lc3-floor-2,686,465,อาคาร LC3 ชั้น 2 ห้อง 224 — ห้องปฏิบัติการคอมพิวเตอร์ (วิทยาศาสตร์สิ่งแวดล้อม),near_toilet:LC3-F2-PRMTL:8|near_stairs:LC3-F2-PSTAIR-3:8,LC3_F2_224,688,502,
LC3-F2-R225,LC3,2,room,LC3-225,LC3-225|LC3_225|225,ห้องประชุมภาควิชาคณิตศาสตร์และสถิติ,meeting_room,lc3-floor-2,805,434,อาคาร LC3 ชั้น 2 ห้อง 225 — ห้องประชุมภาควิชาคณิตศาสตร์และสถิติ,near_toilet:LC3-F2-PRMTL:7|near_stairs:LC3-F2-PSTAIR-3:7,LC3_F2_225,807,471,
LC3-F2-R226-1,LC3,2,room,LC3-226/1,LC3-226/1|LC3_226/1|226/1,ห้องควบคุม,utility,lc3-floor-2,866,458,อาคาร LC3 ชั้น 2 ห้อง 226/1 — ห้องควบคุม,near_toilet:LC3-F2-PRMTL:8|near_stairs:LC3-F2-PSTAIR-3:8,LC3_F2_226/1,868,495,
LC3-F2-R226-2,LC3,2,room,LC3-226/2,LC3-226/2|LC3_226/2|226/2,ห้องควบคุม,utility,lc3-floor-2,879,434,อาคาร LC3 ชั้น 2 ห้อง 226/2 — ห้องควบคุม,near_toilet:LC3-F2-PRMTL:6|near_stairs:LC3-F2-PSTAIR-3:6,LC3_F2_226/2,881,471,
LC3-F2-R227,LC3,2,room,LC3-227,LC3-227|LC3_227|227,ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,seminar_room,lc3-floor-2,943,433,อาคาร LC3 ชั้น 2 ห้อง 227 — ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,near_toilet:LC3-F2-PRMTL:5|near_stairs:LC3-F2-PSTAIR-3:5,LC3_F2_227,945,470,
LC3-F2-R227-1,LC3,2,room,LC3-227/1,LC3-227/1|LC3_227/1|227/1,ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,seminar_room,lc3-floor-2,1031,432,อาคาร LC3 ชั้น 2 ห้อง 227/1 — ห้องสัมมนาภาควิชาคณิตศาสตร์และสถิติ,near_toilet:LC3-F2-PRMTL:8|near_stairs:LC3-F2-PSTAIR-3:8,LC3_F2_227/1,1033,469,
LC3-F2-R228,LC3,2,room,LC3-228,LC3-228|LC3_228|228,ห้องเก็บของ,storage,lc3-floor-2,964,352,อาคาร LC3 ชั้น 2 ห้อง 228 — ห้องเก็บของ,near_toilet:LC3-F2-PRMTL:3|near_stairs:LC3-F2-PSTAIR-3:5,LC3_F2_228,966,389,
LC3-F2-R229,LC3,2,room,LC3-229,LC3-229|LC3_229|229,ห้องเก็บของ,storage,lc3-floor-2,980,353,อาคาร LC3 ชั้น 2 ห้อง 229 — ห้องเก็บของ,near_toilet:LC3-F2-PRMTL:2|near_stairs:LC3-F2-PSTAIR-3:6,LC3_F2_229,982,390,
LC3-F2-R230,LC3,2,room,LC3-230,LC3-230|LC3_230|230,ห้องประชุม/บรรยาย 1,lecture_room,lc3-floor-2,1003,400,อาคาร LC3 ชั้น 2 ห้อง 230 — ห้องประชุม/บรรยาย 1,near_toilet:LC3-F2-PRMTL:7|near_stairs:LC3-F2-PSTAIR-3:7,LC3_F2_230,1005,437,
LC3-F2-R233,LC3,2,room,LC3-233,LC3-233|LC3_233|233,ห้องบรรยาย 2,lecture_room,lc3-floor-2,965,188,อาคาร LC3 ชั้น 2 ห้อง 233 — ห้องบรรยาย 2,near_toilet:LC3-F2-PRFTL:3|near_stairs:LC3-F2-PSTAIR-3:5,LC3_F2_233,967,225,
LC3-F2-R234,LC3,2,room,LC3-234,LC3-234|LC3_234|234,ห้องประชุม/บรรยาย 3,lecture_room,lc3-floor-2,1045,131,อาคาร LC3 ชั้น 2 ห้อง 234 — ห้องประชุม/บรรยาย 3,near_toilet:LC3-F2-PRFTL:10|near_stairs:LC3-F2-PSTAIR-3:12,LC3_F2_234,1047,168,
LC3-F2-R234-1,LC3,2,room,LC3-234/1,LC3-234/1|LC3_234/1|234/1,ห้องประชุม/บรรยาย 3,lecture_room,lc3-floor-2,964,150,อาคาร LC3 ชั้น 2 ห้อง 234/1 — ห้องประชุม/บรรยาย 3,near_toilet:LC3-F2-PRFTL:4|near_stairs:LC3-F2-PSTAIR-3:6,LC3_F2_234/1,966,187,
LC3-F2-R235-1,LC3,2,room,LC3-235/1,LC3-235/1|LC3_235/1|235/1,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,laboratory,lc3-floor-2,1017,121,อาคาร LC3 ชั้น 2 ห้อง 235/1 — ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,near_toilet:LC3-F2-PRFTL:8|near_stairs:LC3-F2-PSTAIR-3:10,LC3_F2_235/1,1019,158,
LC3-F2-R235-2,LC3,2,room,LC3-235/2,LC3-235/2|LC3_235/2|235/2,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,laboratory,lc3-floor-2,967,121,อาคาร LC3 ชั้น 2 ห้อง 235/2 — ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,near_toilet:LC3-F2-PRFTL:7|near_stairs:LC3-F2-PSTAIR-3:9,LC3_F2_235/2,969,158,
LC3-F2-R235-3,LC3,2,room,LC3-235/3,LC3-235/3|LC3_235/3|235/3,ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,laboratory,lc3-floor-2,967,110,อาคาร LC3 ชั้น 2 ห้อง 235/3 — ห้องปฏิบัติการนิเวศวิทยาน้ำจืด,near_toilet:LC3-F2-PRFTL:8|near_stairs:LC3-F2-PSTAIR-3:10,LC3_F2_235/3,969,147,
LC3-F2-R236-1,LC3,2,room,LC3-236/1,LC3-236/1|LC3_236/1|236/1,ห้องปฏิบัติการชุมชน/เมือง,laboratory,lc3-floor-2,871,110,อาคาร LC3 ชั้น 2 ห้อง 236/1 — ห้องปฏิบัติการชุมชน/เมือง,near_toilet:LC3-F2-PRFTL:6|near_stairs:LC3-F2-PSTAIR-2:8,LC3_F2_236/1,873,147,
LC3-F2-R236-2,LC3,2,room,LC3-236/2,LC3-236/2|LC3_236/2|236/2,ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,department_office,lc3-floor-2,871,76,อาคาร LC3 ชั้น 2 ห้อง 236/2 — ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,near_toilet:LC3-F2-PRFTL:7|near_stairs:LC3-F2-PSTAIR-2:9,LC3_F2_236/2,873,113,
LC3-F2-R236-3,LC3,2,room,LC3-236/3,LC3-236/3|LC3_236/3|236/3,ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,department_office,lc3-floor-2,942,117,อาคาร LC3 ชั้น 2 ห้อง 236/3 — ห้องสำนักงานภาควิชาวิทยาศาสตร์สิ่งแวดล้อม,near_toilet:LC3-F2-PRFTL:6|near_stairs:LC3-F2-PSTAIR-3:8,LC3_F2_236/3,944,154,
LC3-F2-R237,LC3,2,room,LC3-237,LC3-237|LC3_237|237,ห้องพักอาจารย์และเตรียมปฏิบัติการนิเวศวิทยาป่าไม้,faculty_office,lc3-floor-2,854,27,อาคาร LC3 ชั้น 2 ห้อง 237 — ห้องพักอาจารย์และเตรียมปฏิบัติการนิเวศวิทยาป่าไม้,near_toilet:LC3-F2-PRFTL:9|near_stairs:LC3-F2-PSTAIR-2:9,LC3_F2_237,856,64,
LC3-F2-R238,LC3,2,room,LC3-238,LC3-238|LC3_238|238,ห้องปฏิบัติการนิเวศวิทยาป่าไม้,laboratory,lc3-floor-2,763,114,อาคาร LC3 ชั้น 2 ห้อง 238 — ห้องปฏิบัติการนิเวศวิทยาป่าไม้,near_toilet:LC3-F2-PRFTL:7|near_stairs:LC3-F2-PSTAIR-2:7,LC3_F2_238,765,151,
LC3-F2-R239,LC3,2,room,LC3-239,LC3-239|LC3_239|239,ห้องปฏิบัติการมลพิษทางอากาศและเสียง,laboratory,lc3-floor-2,668,28,อาคาร LC3 ชั้น 2 ห้อง 239 — ห้องปฏิบัติการมลพิษทางอากาศและเสียง,near_toilet:LC3-F2-PRFTL:8|near_stairs:LC3-F2-PSTAIR-2:6,LC3_F2_239,670,65,
LC3-F2-R240,LC3,2,room,LC3-240,LC3-240|LC3_240|240,ห้องปฏิบัติการเครื่องมือวิเคราะห์โลหะหนัก (AAS),laboratory,lc3-floor-2,640,77,อาคาร LC3 ชั้น 2 ห้อง 240 — ห้องปฏิบัติการเครื่องมือวิเคราะห์โลหะหนัก (AAS),near_toilet:LC3-F2-PRFTL:10|near_stairs:LC3-F2-PSTAIR-2:5,LC3_F2_240,642,114,
LC3-F2-R241,LC3,2,room,LC3-241,LC3-241|LC3_241|241,ห้องปฏิบัติการวิเคราะห์น้ำและน้ำเสีย,laboratory,lc3-floor-2,640,177,อาคาร LC3 ชั้น 2 ห้อง 241 — ห้องปฏิบัติการวิเคราะห์น้ำและน้ำเสีย,near_toilet:LC3-F2-PRFTL:10|near_stairs:LC3-F2-PSTAIR-2:4,LC3_F2_241,642,214,
LC3-F2-R243-1,LC3,2,room,LC3-243/1,LC3-243/1|LC3_243/1|243/1,ห้องปฏิบัติการด้านแบคทีเรีย,laboratory,lc3-floor-2,602,246,อาคาร LC3 ชั้น 2 ห้อง 243/1 — ห้องปฏิบัติการด้านแบคทีเรีย,near_toilet:LC3-F2-PLFTL:9|near_stairs:LC3-F2-PSTAIR-2:4,LC3_F2_243/1,604,283,
LC3-F2-R243-2,LC3,2,room,LC3-243/2,LC3-243/2|LC3_243/2|243/2,ห้องปฏิบัติการพิษวิทยาสิ่งแวดล้อม,laboratory,lc3-floor-2,603,371,อาคาร LC3 ชั้น 2 ห้อง 243/2 — ห้องปฏิบัติการพิษวิทยาสิ่งแวดล้อม,near_toilet:LC3-F2-PLFTL:8|near_stairs:LC3-F2-PSTAIR-2:5,LC3_F2_243/2,605,408,
